Raining Blood,Slayer,Metal,10,b1c384f2-9890-444e-a94c-ff75ff97bf9e,2018-11-27 00:00:58.383281
Master of Puppets,Metallica,Metal,10,9705efac-aa68-4e3e-a4ef-9d7581118b3c,2018-11-27 00:01:43.609546
Holy Wars,Megadeth,Metal,10,90b5f64e-ba24-4bf2-aca5-6eaba5f8a4b3,2018-11-27 00:01:17.651785
